hgnc_id	gene	source_id	source_group_id	membership	membership_column	source_symbols
HGNC:26013	DNAAF5	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	DNAAF5;HEATR2
HGNC:26013	DNAAF5	griffin2023_supp2_curated	griffin2023	1	Griffin_2023_Supp_Table_2_All_Curated_Genes.csv	DNAAF5;HEATR2
HGNC:26013	DNAAF5	griffin2023_curated_not_final	griffin2023	1	Griffin_2023_fully_curated_not_final_n196.csv	DNAAF5;HEATR2
HGNC:26013	DNAAF5	dong_recessive108	dong2025	1	Dong recessive 108	DNAAF5;HEATR2
HGNC:24650	EHMT1	chdgene_2026_08_10	chdgene	1	CHDGENE_table_10Aug26.csv	EHMT1
HGNC:24650	EHMT1	griffin2023_table1_syndromic	griffin2023	1	Griffin_2023_table1_syndromic.csv	EHMT1
HGNC:24650	EHMT1	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	EHMT1
HGNC:24650	EHMT1	griffin2023_supp2_curated	griffin2023	1	Griffin_2023_Supp_Table_2_All_Curated_Genes.csv	EHMT1
HGNC:24650	EHMT1	clingen_dosage_gene_2026_08_10	clingen_dosage	1	ClinGen_Dosage_GENE-only_10Aug26.csv	EHMT1
HGNC:28570	DNAAF6	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	PIH1D3
HGNC:3327	ELN	chdgene_2026_08_10	chdgene	1	CHDGENE_table_10Aug26.csv	ELN
HGNC:3327	ELN	griffin2023_table1_syndromic	griffin2023	1	Griffin_2023_table1_syndromic.csv	ELN
HGNC:3327	ELN	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ELN
HGNC:3327	ELN	griffin2023_supp2_curated	griffin2023	1	Griffin_2023_Supp_Table_2_All_Curated_Genes.csv	ELN
HGNC:3327	ELN	griffin2023_supp3_denovo	griffin2023	1	Griffin_2023_Supp_Table_3_Curated_De_Novo Variants.csv	ELN
HGNC:3327	ELN	griffin2023_supp4_lof	griffin2023	1	Griffin_2023_Supp_Table_4_Curated_LoF_Variants.csv	ELN
HGNC:3327	ELN	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	ELN
HGNC:3327	ELN	clingen_dosage_gene_2026_08_10	clingen_dosage	1	ClinGen_Dosage_GENE-only_10Aug26.csv	ELN
HGNC:2942	DNAH11	chdgene_2026_08_10	chdgene	1	CHDGENE_table_10Aug26.csv	DNAH11
HGNC:2942	DNAH11	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	DNAH11
HGNC:2942	DNAH11	griffin2023_supp2_curated	griffin2023	1	Griffin_2023_Supp_Table_2_All_Curated_Genes.csv	DNAH11
HGNC:2942	DNAH11	griffin2023_curated_not_final	griffin2023	1	Griffin_2023_fully_curated_not_final_n196.csv	DNAH11
HGNC:2942	DNAH11	dong_recessive108	dong2025	1	Dong recessive 108	DNAH11
HGNC:2942	DNAH11	dong_observed_recessive23	dong2025	1	Dong observed recessive 23	DNAH11
HGNC:2942	DNAH11	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	DNAH11
HGNC:2942	DNAH11	clingen_dosage_gene_2026_08_10	clingen_dosage	1	ClinGen_Dosage_GENE-only_10Aug26.csv	DNAH11
HGNC:3349	ENG	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ENG
HGNC:3349	ENG	griffin2023_supp2_curated	griffin2023	1	Griffin_2023_Supp_Table_2_All_Curated_Genes.csv	ENG
HGNC:3349	ENG	griffin2023_curated_not_final	griffin2023	1	Griffin_2023_fully_curated_not_final_n196.csv	ENG
HGNC:3349	ENG	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	ENG
