hgnc_id	gene	source_id	source_group_id	membership	membership_column	source_symbols
HGNC:60	ABCC9	griffin2023_table1_syndromic	griffin2023	1	Griffin_2023_table1_syndromic.csv	ABCC9
HGNC:60	ABCC9	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ABCC9
HGNC:60	ABCC9	griffin2023_supp2_curated	griffin2023	1	Griffin_2023_Supp_Table_2_All_Curated_Genes.csv	ABCC9
HGNC:60	ABCC9	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	ABCC9
HGNC:67	ABCD3	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ABCD3
HGNC:67	ABCD3	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	ABCD3
HGNC:76	ABL1	chdgene_2026_08_10	chdgene	1	CHDGENE_table_10Aug26.csv	ABL1
HGNC:29609	ACP6	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ACP6
HGNC:130	ACTA2	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ACTA2
HGNC:130	ACTA2	griffin2023_supp2_curated	griffin2023	1	Griffin_2023_Supp_Table_2_All_Curated_Genes.csv	ACTA2
HGNC:130	ACTA2	griffin2023_curated_not_final	griffin2023	1	Griffin_2023_fully_curated_not_final_n196.csv	ACTA2
HGNC:130	ACTA2	clingen_dosage_gene_2026_08_10	clingen_dosage	1	ClinGen_Dosage_GENE-only_10Aug26.csv	ACTA2
HGNC:132	ACTB	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ACTB
HGNC:132	ACTB	sierant_dominant60	sierant2025	1	Sierant dominant 60	ACTB
HGNC:132	ACTB	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	ACTB
HGNC:132	ACTB	clingen_dosage_gene_2026_08_10	clingen_dosage	1	ClinGen_Dosage_GENE-only_10Aug26.csv	ACTB
HGNC:143	ACTC1	chdgene_2026_08_10	chdgene	1	CHDGENE_table_10Aug26.csv	ACTC1
HGNC:143	ACTC1	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ACTC1
HGNC:143	ACTC1	griffin2023_supp2_curated	griffin2023	1	Griffin_2023_Supp_Table_2_All_Curated_Genes.csv	ACTC1
HGNC:143	ACTC1	griffin2023_curated_not_final	griffin2023	1	Griffin_2023_fully_curated_not_final_n196.csv	ACTC1
HGNC:143	ACTC1	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	ACTC1
HGNC:143	ACTC1	clingen_dosage_gene_2026_08_10	clingen_dosage	1	ClinGen_Dosage_GENE-only_10Aug26.csv	ACTC1
HGNC:171	ACVR1	chdgene_2026_08_10	chdgene	1	CHDGENE_table_10Aug26.csv	ACVR1
HGNC:171	ACVR1	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ACVR1
HGNC:171	ACVR1	griffin2023_supp2_curated	griffin2023	1	Griffin_2023_Supp_Table_2_All_Curated_Genes.csv	ACVR1
HGNC:171	ACVR1	griffin2023_curated_not_final	griffin2023	1	Griffin_2023_fully_curated_not_final_n196.csv	ACVR1
HGNC:171	ACVR1	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	ACVR1
HGNC:174	ACVR2B	chdgene_2026_08_10	chdgene	1	CHDGENE_table_10Aug26.csv	ACVR2B
HGNC:174	ACVR2B	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ACVR2B
HGNC:174	ACVR2B	griffin2023_supp2_curated	griffin2023	1	Griffin_2023_Supp_Table_2_All_Curated_Genes.csv	ACVR2B
HGNC:174	ACVR2B	griffin2023_curated_not_final	griffin2023	1	Griffin_2023_fully_curated_not_final_n196.csv	ACVR2B
HGNC:175	ACVRL1	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ACVRL1
HGNC:175	ACVRL1	griffin2023_supp2_curated	griffin2023	1	Griffin_2023_Supp_Table_2_All_Curated_Genes.csv	ACVRL1
HGNC:175	ACVRL1	griffin2023_curated_not_final	griffin2023	1	Griffin_2023_fully_curated_not_final_n196.csv	ACVRL1
HGNC:175	ACVRL1	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	ACVRL1
HGNC:175	ACVRL1	clingen_dosage_gene_2026_08_10	clingen_dosage	1	ClinGen_Dosage_GENE-only_10Aug26.csv	ACVRL1
HGNC:18060	ARX	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ARX
HGNC:18060	ARX	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	ARX
HGNC:18060	ARX	clingen_dosage_gene_2026_08_10	clingen_dosage	1	ClinGen_Dosage_GENE-only_10Aug26.csv	ARX
HGNC:195	ADAM17	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ADAM17
HGNC:195	ADAM17	griffin2023_supp2_curated	griffin2023	1	Griffin_2023_Supp_Table_2_All_Curated_Genes.csv	ADAM17
HGNC:195	ADAM17	griffin2023_curated_not_final	griffin2023	1	Griffin_2023_fully_curated_not_final_n196.csv	ADAM17
HGNC:195	ADAM17	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	ADAM17
HGNC:19088	ASH1L	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ASH1L
HGNC:19088	ASH1L	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	ASH1L
HGNC:19088	ASH1L	clingen_dosage_gene_2026_08_10	clingen_dosage	1	ClinGen_Dosage_GENE-only_10Aug26.csv	ASH1L
HGNC:13201	ADAMTS10	chdgene_2026_08_10	chdgene	1	CHDGENE_table_10Aug26.csv	ADAMTS10
HGNC:13201	ADAMTS10	griffin2023_table1_syndromic	griffin2023	1	Griffin_2023_table1_syndromic.csv	ADAMTS10
HGNC:13201	ADAMTS10	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ADAMTS10
HGNC:13201	ADAMTS10	griffin2023_supp2_curated	griffin2023	1	Griffin_2023_Supp_Table_2_All_Curated_Genes.csv	ADAMTS10
HGNC:13201	ADAMTS10	dong_recessive108	dong2025	1	Dong recessive 108	ADAMTS10
HGNC:18318	ASXL1	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ASXL1
HGNC:18318	ASXL1	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	ASXL1
HGNC:18318	ASXL1	clingen_dosage_gene_2026_08_10	clingen_dosage	1	ClinGen_Dosage_GENE-only_10Aug26.csv	ASXL1
HGNC:17111	ADAMTS19	chdgene_2026_08_10	chdgene	1	CHDGENE_table_10Aug26.csv	ADAMTS19
HGNC:23805	ASXL2	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ASXL2
HGNC:23805	ASXL2	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	ASXL2
HGNC:23805	ASXL2	clingen_dosage_gene_2026_08_10	clingen_dosage	1	ClinGen_Dosage_GENE-only_10Aug26.csv	ASXL2
HGNC:14631	ADAMTSL2	dong_recessive108	dong2025	1	Dong recessive 108	ADAMTSL2
HGNC:14631	ADAMTSL2	clingen_dosage_gene_2026_08_10	clingen_dosage	1	ClinGen_Dosage_GENE-only_10Aug26.csv	ADAMTSL2
HGNC:782	ATE1	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ATE1
HGNC:782	ATE1	griffin2023_supp2_curated	griffin2023	1	Griffin_2023_Supp_Table_2_All_Curated_Genes.csv	ATE1
HGNC:782	ATE1	griffin2023_curated_not_final	griffin2023	1	Griffin_2023_fully_curated_not_final_n196.csv	ATE1
HGNC:15766	ADNP	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ADNP
HGNC:15766	ADNP	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	ADNP
HGNC:15766	ADNP	clingen_dosage_gene_2026_08_10	clingen_dosage	1	ClinGen_Dosage_GENE-only_10Aug26.csv	ADNP
HGNC:794	ATIC	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ATIC
HGNC:794	ATIC	dong_recessive108	dong2025	1	Dong recessive 108	ATIC
HGNC:794	ATIC	dong_observed_recessive23	dong2025	1	Dong observed recessive 23	ATIC
HGNC:17869	AFF4	chdgene_2026_08_10	chdgene	1	CHDGENE_table_10Aug26.csv	AFF4
HGNC:800	ATP1A2	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ATP1A2
HGNC:800	ATP1A2	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	ATP1A2
HGNC:24684	AGGF1	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	AGGF1
HGNC:24684	AGGF1	griffin2023_supp2_curated	griffin2023	1	Griffin_2023_Supp_Table_2_All_Curated_Genes.csv	AGGF1
HGNC:24684	AGGF1	griffin2023_curated_not_final	griffin2023	1	Griffin_2023_fully_curated_not_final_n196.csv	AGGF1
HGNC:819	ATP4A	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ATP4A
HGNC:33784	AGMO	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	AGMO
HGNC:820	ATP4B	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ATP4B
HGNC:347	AHNAK	sierant_dominant60	sierant2025	1	Sierant dominant 60	AHNAK
HGNC:851	ATP6V1A	dong_recessive108	dong2025	1	Dong recessive 108	ATP6V1A
HGNC:851	ATP6V1A	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	ATP6V1A
HGNC:20437	AHSA2P	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	AHSA2
HGNC:886	ATRX	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ATRX
HGNC:886	ATRX	griffin2023_supp2_curated	griffin2023	1	Griffin_2023_Supp_Table_2_All_Curated_Genes.csv	ATRX
HGNC:886	ATRX	griffin2023_curated_not_final	griffin2023	1	Griffin_2023_fully_curated_not_final_n196.csv	ATRX
HGNC:886	ATRX	clingen_dosage_gene_2026_08_10	clingen_dosage	1	ClinGen_Dosage_GENE-only_10Aug26.csv	ATRX
HGNC:402	ALDH1A1	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ALDH1A1
HGNC:17978	B3GALT6	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	B3GALT6
HGNC:17978	B3GALT6	dong_recessive108	dong2025	1	Dong recessive 108	B3GALT6
HGNC:17978	B3GALT6	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	B3GALT6
HGNC:17978	B3GALT6	clingen_dosage_gene_2026_08_10	clingen_dosage	1	ClinGen_Dosage_GENE-only_10Aug26.csv	B3GALT6
HGNC:15472	ALDH1A2	chdgene_2026_08_10	chdgene	1	CHDGENE_table_10Aug26.csv	ALDH1A2
HGNC:15472	ALDH1A2	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ALDH1A2
HGNC:923	B3GAT3	chdgene_2026_08_10	chdgene	1	CHDGENE_table_10Aug26.csv	B3GAT3
HGNC:923	B3GAT3	griffin2023_table1_syndromic	griffin2023	1	Griffin_2023_table1_syndromic.csv	B3GAT3
HGNC:923	B3GAT3	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	B3GAT3
HGNC:923	B3GAT3	griffin2023_supp2_curated	griffin2023	1	Griffin_2023_Supp_Table_2_All_Curated_Genes.csv	B3GAT3
HGNC:923	B3GAT3	dong_recessive108	dong2025	1	Dong recessive 108	B3GAT3
HGNC:449	ALX3	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ALX3
HGNC:449	ALX3	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	ALX3
HGNC:20207	B3GLCT	griffin2023_table1_syndromic	griffin2023	1	Griffin_2023_table1_syndromic.csv	B3GALTL;B3GLCT
HGNC:20207	B3GLCT	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	B3GALTL;B3GLCT
HGNC:20207	B3GLCT	griffin2023_supp2_curated	griffin2023	1	Griffin_2023_Supp_Table_2_All_Curated_Genes.csv	B3GALTL;B3GLCT
HGNC:20207	B3GLCT	dong_recessive108	dong2025	1	Dong recessive 108	B3GALTL;B3GLCT
HGNC:20207	B3GLCT	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	B3GALTL;B3GLCT
HGNC:26837	AMER1	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	AMER1
HGNC:26837	AMER1	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	AMER1
HGNC:966	BBS1	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	BBS1
HGNC:966	BBS1	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	BBS1
HGNC:17811	AMOTL1	chdgene_2026_08_10	chdgene	1	CHDGENE_table_10Aug26.csv	AMOTL1
HGNC:26291	BBS10	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	BBS10
HGNC:26291	BBS10	griffin2023_supp2_curated	griffin2023	1	Griffin_2023_Supp_Table_2_All_Curated_Genes.csv	BBS10
HGNC:26291	BBS10	griffin2023_curated_not_final	griffin2023	1	Griffin_2023_fully_curated_not_final_n196.csv	BBS10
HGNC:26291	BBS10	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	BBS10
HGNC:24077	ANAPC10	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ANAPC10
HGNC:26648	BBS12	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	BBS12
HGNC:26648	BBS12	griffin2023_supp2_curated	griffin2023	1	Griffin_2023_Supp_Table_2_All_Curated_Genes.csv	BBS12
HGNC:26648	BBS12	griffin2023_curated_not_final	griffin2023	1	Griffin_2023_fully_curated_not_final_n196.csv	BBS12
HGNC:26648	BBS12	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	BBS12
HGNC:26648	BBS12	clingen_dosage_gene_2026_08_10	clingen_dosage	1	ClinGen_Dosage_GENE-only_10Aug26.csv	BBS12
HGNC:484	ANGPT1	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ANGPT1
HGNC:484	ANGPT1	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	ANGPT1
HGNC:967	BBS2	griffin2023_table1_syndromic	griffin2023	1	Griffin_2023_table1_syndromic.csv	BBS2
HGNC:967	BBS2	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	BBS2
HGNC:967	BBS2	griffin2023_supp2_curated	griffin2023	1	Griffin_2023_Supp_Table_2_All_Curated_Genes.csv	BBS2
HGNC:967	BBS2	dong_recessive108	dong2025	1	Dong recessive 108	BBS2
HGNC:967	BBS2	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	BBS2
HGNC:15819	ANKRD1	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ANKRD1
HGNC:15819	ANKRD1	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	ANKRD1
HGNC:969	BBS4	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	BBS4
HGNC:21316	ANKRD11	chdgene_2026_08_10	chdgene	1	CHDGENE_table_10Aug26.csv	ANKRD11
HGNC:21316	ANKRD11	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ANKRD11
HGNC:21316	ANKRD11	griffin2023_supp2_curated	griffin2023	1	Griffin_2023_Supp_Table_2_All_Curated_Genes.csv	ANKRD11
HGNC:21316	ANKRD11	griffin2023_curated_not_final	griffin2023	1	Griffin_2023_fully_curated_not_final_n196.csv	ANKRD11
HGNC:21316	ANKRD11	sierant_dominant60	sierant2025	1	Sierant dominant 60	ANKRD11
HGNC:21316	ANKRD11	clingen_dosage_gene_2026_08_10	clingen_dosage	1	ClinGen_Dosage_GENE-only_10Aug26.csv	ANKRD11
HGNC:970	BBS5	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	BBS5
HGNC:970	BBS5	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	BBS5
HGNC:970	BBS5	clingen_dosage_gene_2026_08_10	clingen_dosage	1	ClinGen_Dosage_GENE-only_10Aug26.csv	BBS5
HGNC:26724	ANKS6	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ANKS6
HGNC:26724	ANKS6	dong_recessive108	dong2025	1	Dong recessive 108	ANKS6
HGNC:26724	ANKS6	clingen_dosage_gene_2026_08_10	clingen_dosage	1	ClinGen_Dosage_GENE-only_10Aug26.csv	ANKS6
HGNC:18758	BBS7	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	BBS7
HGNC:18758	BBS7	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	BBS7
HGNC:18758	BBS7	clingen_dosage_gene_2026_08_10	clingen_dosage	1	ClinGen_Dosage_GENE-only_10Aug26.csv	BBS7
HGNC:605	APOBEC2	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	APOBEC2
HGNC:30000	BBS9	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	BBS9
HGNC:30000	BBS9	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	BBS9
HGNC:29216	ARHGAP31	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ARHGAP31
HGNC:29216	ARHGAP31	griffin2023_supp2_curated	griffin2023	1	Griffin_2023_Supp_Table_2_All_Curated_Genes.csv	ARHGAP31
HGNC:29216	ARHGAP31	griffin2023_curated_not_final	griffin2023	1	Griffin_2023_fully_curated_not_final_n196.csv	ARHGAP31
HGNC:29216	ARHGAP31	clingen_dosage_gene_2026_08_10	clingen_dosage	1	ClinGen_Dosage_GENE-only_10Aug26.csv	ARHGAP31
HGNC:13221	BCL11A	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	BCL11A
HGNC:13221	BCL11A	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	BCL11A
HGNC:13221	BCL11A	clingen_dosage_gene_2026_08_10	clingen_dosage	1	ClinGen_Dosage_GENE-only_10Aug26.csv	BCL11A
HGNC:11110	ARID1A	chdgene_2026_08_10	chdgene	1	CHDGENE_table_10Aug26.csv	ARID1A
HGNC:11110	ARID1A	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ARID1A
HGNC:11110	ARID1A	griffin2023_supp2_curated	griffin2023	1	Griffin_2023_Supp_Table_2_All_Curated_Genes.csv	ARID1A
HGNC:11110	ARID1A	griffin2023_curated_not_final	griffin2023	1	Griffin_2023_fully_curated_not_final_n196.csv	ARID1A
HGNC:11110	ARID1A	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	ARID1A
HGNC:11110	ARID1A	clingen_dosage_gene_2026_08_10	clingen_dosage	1	ClinGen_Dosage_GENE-only_10Aug26.csv	ARID1A
HGNC:1001	BCL6	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	BCL6
HGNC:18040	ARID1B	chdgene_2026_08_10	chdgene	1	CHDGENE_table_10Aug26.csv	ARID1B
HGNC:18040	ARID1B	griffin2023_table1_syndromic	griffin2023	1	Griffin_2023_table1_syndromic.csv	ARID1B
HGNC:18040	ARID1B	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ARID1B
HGNC:18040	ARID1B	griffin2023_supp2_curated	griffin2023	1	Griffin_2023_Supp_Table_2_All_Curated_Genes.csv	ARID1B
HGNC:18040	ARID1B	griffin2023_supp3_denovo	griffin2023	1	Griffin_2023_Supp_Table_3_Curated_De_Novo Variants.csv	ARID1B
HGNC:18040	ARID1B	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	ARID1B
HGNC:18040	ARID1B	clingen_dosage_gene_2026_08_10	clingen_dosage	1	ClinGen_Dosage_GENE-only_10Aug26.csv	ARID1B
HGNC:1008	BCL9	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	BCL9
HGNC:1008	BCL9	griffin2023_supp2_curated	griffin2023	1	Griffin_2023_Supp_Table_2_All_Curated_Genes.csv	BCL9
HGNC:1008	BCL9	griffin2023_curated_not_final	griffin2023	1	Griffin_2023_fully_curated_not_final_n196.csv	BCL9
HGNC:25419	ARL13B	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ARL13B
HGNC:20893	BCOR	chdgene_2026_08_10	chdgene	1	CHDGENE_table_10Aug26.csv	BCOR
HGNC:20893	BCOR	griffin2023_table1_syndromic	griffin2023	1	Griffin_2023_table1_syndromic.csv	BCOR
HGNC:20893	BCOR	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	BCOR
HGNC:20893	BCOR	griffin2023_supp2_curated	griffin2023	1	Griffin_2023_Supp_Table_2_All_Curated_Genes.csv	BCOR
HGNC:20893	BCOR	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	BCOR
HGNC:20893	BCOR	clingen_dosage_gene_2026_08_10	clingen_dosage	1	ClinGen_Dosage_GENE-only_10Aug26.csv	BCOR
HGNC:13210	ARL6	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	ARL6
HGNC:13210	ARL6	clingen_dosage_gene_2026_08_10	clingen_dosage	1	ClinGen_Dosage_GENE-only_10Aug26.csv	ARL6
HGNC:19351	BICC1	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	BICC1
HGNC:19351	BICC1	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	BICC1
HGNC:1067	BMP1	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	BMP1
HGNC:20869	BMP10	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	BMP10
HGNC:20869	BMP10	griffin2023_supp2_curated	griffin2023	1	Griffin_2023_Supp_Table_2_All_Curated_Genes.csv	BMP10
HGNC:20869	BMP10	griffin2023_curated_not_final	griffin2023	1	Griffin_2023_fully_curated_not_final_n196.csv	BMP10
HGNC:20869	BMP10	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	BMP10
HGNC:1069	BMP2	chdgene_2026_08_10	chdgene	1	CHDGENE_table_10Aug26.csv	BMP2
HGNC:1069	BMP2	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	BMP2
HGNC:1069	BMP2	griffin2023_supp2_curated	griffin2023	1	Griffin_2023_Supp_Table_2_All_Curated_Genes.csv	BMP2
HGNC:1069	BMP2	griffin2023_curated_not_final	griffin2023	1	Griffin_2023_fully_curated_not_final_n196.csv	BMP2
HGNC:1071	BMP4	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	BMP4
HGNC:1071	BMP4	griffin2023_supp2_curated	griffin2023	1	Griffin_2023_Supp_Table_2_All_Curated_Genes.csv	BMP4
HGNC:1071	BMP4	griffin2023_curated_not_final	griffin2023	1	Griffin_2023_fully_curated_not_final_n196.csv	BMP4
HGNC:1071	BMP4	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	BMP4
HGNC:1071	BMP4	clingen_dosage_gene_2026_08_10	clingen_dosage	1	ClinGen_Dosage_GENE-only_10Aug26.csv	BMP4
HGNC:1072	BMP5	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	BMP5
HGNC:1073	BMP6	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	BMP6
HGNC:1073	BMP6	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	BMP6
HGNC:1074	BMP7	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	BMP7
HGNC:1076	BMPR1A	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	BMPR1A
HGNC:1076	BMPR1A	griffin2023_supp2_curated	griffin2023	1	Griffin_2023_Supp_Table_2_All_Curated_Genes.csv	BMPR1A
HGNC:1076	BMPR1A	griffin2023_curated_not_final	griffin2023	1	Griffin_2023_fully_curated_not_final_n196.csv	BMPR1A
HGNC:1076	BMPR1A	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	BMPR1A
HGNC:1076	BMPR1A	clingen_dosage_gene_2026_08_10	clingen_dosage	1	ClinGen_Dosage_GENE-only_10Aug26.csv	BMPR1A
HGNC:1077	BMPR1B	griffin2023_supp1_candidates	griffin2023	1	Griffin_2023_Supp_Table_1_All_Candidate_Genes.csv	BMPR1B
HGNC:1077	BMPR1B	gencc_clingen_submitter_2026_08_10	gencc2022	1	GenCC_data_Aug10_2026	BMPR1B
HGNC:18292	CFC1	chdgene_2026_08_10	chdgene	1	CHDGENE_table_10Aug26.csv	CFC1
